Year,Make,Model,Condition,Price,Consumer_Rating,,,,,,,,,,
2019,Honda,Accord Sport,Used,"$22,996 ",2.5,,,,,,,,,,
2019,Honda,HR-V LX,Used,"$21,990 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$39,375 ",4.8,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$48,250 ",4.8,,,,,,,,,,
2022,Honda,Pilot Black Edition,New,"$51,165 ",4.6,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,295 ",4.6,,,,,,,,,,
2022,Honda,Passport Elite,Used,"$40,984 ",4.7,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$48,250 ",4.5,,,,,,,,,,
2022,Honda,Civic Sport,Used,"$27,991 ",5,,,,,,,,,,
2003,Honda,Accord EX,Used,"$4,295 ",4.5,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$30,995 ",3.9,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$30,995 ",3.9,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,405 ",4.5,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$50,350 ",4.8,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$41,705 ",4.7,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,500 ",4.7,,,,,,,,,,
2023,Honda,Civic EX,New,"$28,000 ",3.3,,,,,,,,,,
2019,Honda,Passport Touring,Honda Certified,"$32,688 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,290 ",3.1,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$50,915 ",3.1,,,,,,,,,,
2019,Honda,Passport Sport,Honda Certified,"$25,909 ",2.1,,,,,,,,,,
2020,Honda,Passport Elite,Used,"$33,998 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",5,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,290 ",3.8,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",5,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$45,945 ",4.9,,,,,,,,,,
2021,Honda,Pilot EX-L,Honda Certified,"$35,990 ",4.9,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",3,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,645 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,200 ",2.9,,,,,,,,,,
2019,Honda,Accord Hybrid Touring,Used,"$26,694 ",4.2,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$40,375 ",4.5,,,,,,,,,,
2022,Honda,Civic Sport,Honda Certified,"$26,727 ",4.8,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,790 ",4.8,,,,,,,,,,
2018,Honda,Ridgeline RTL-T,Used,"$25,716 ",4.6,,,,,,,,,,
2021,Honda,Pilot EX,Used,"$29,388 ",4.5,,,,,,,,,,
2021,Honda,Pilot Special Edition,Used,"$34,377 ",5,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$33,757 ",4.8,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",5,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,290 ",4.4,,,,,,,,,,
2009,Honda,Pilot EX-L,Used,"$5,289 ",4.5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$35,005 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$46,370 ",4.8,,,,,,,,,,
2018,Honda,Odyssey EX-L,Used,"$28,925 ",4.8,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,850 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",3.4,,,,,,,,,,
2020,Honda,Civic Si Base,Used,"$24,699 ",5,,,,,,,,,,
2022,Honda,Pilot Special Edition,Used,"$39,900 ",4.2,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",4.9,,,,,,,,,,
2022,Honda,Insight Touring,Used,"$29,911 ",4.3,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$42,175 ",5,,,,,,,,,,
2007,Honda,Element LX,Used,"$7,900 ",4.4,,,,,,,,,,
2022,Honda,Odyssey Elite,Used,"$45,400 ",4.3,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$43,050 ",4.7,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$48,250 ",5,,,,,,,,,,
2022,Honda,Ridgeline RTL-E,Used,"$41,995 ",4.8,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$35,560 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",4.7,,,,,,,,,,
2022,Honda,Pilot Sport,New,Not Priced,4.8,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,450 ",4.4,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",4.9,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$35,590 ",4.6,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$30,695 ",4.8,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$33,794 ",4.2,,,,,,,,,,
2022,Honda,CR-V Hybrid Touring,Used,"$39,998 ",4.7,,,,,,,,,,
2021,Honda,CR-V Touring,Used,"$34,877 ",4.2,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$50,820 ",5,,,,,,,,,,
2021,Honda,Passport Sport,Honda Certified,"$28,987 ",4.9,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$42,655 ",4.4,,,,,,,,,,
2023,Honda,HR-V LX,New,"$27,440 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",4.9,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.8,,,,,,,,,,
2023,Honda,Pilot Touring 8-Passenger,New,"$49,895 ",4.9,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,205 ",4.9,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.9,,,,,,,,,,
2022,Honda,Pilot Black Edition,New,"$53,560 ",4.4,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$43,365 ",5,,,,,,,,,,
2008,Honda,Odyssey EX-L,Used,"$8,475 ",4.5,,,,,,,,,,
2023,Honda,Pilot TrailSport,New,"$51,735 ",1.2,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",5,,,,,,,,,,
2020,Honda,Accord Sport 1.5T,Used,"$22,432 ",4.9,,,,,,,,,,
2023,Honda,CR-V EX,New,"$32,844 ",4.7,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$35,981 ",4.4,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$33,998 ",4.5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,325 ",4.6,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$39,770 ",4.6,,,,,,,,,,
2022,Honda,Ridgeline RTL-E,Used,"$41,967 ",3.9,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$40,937 ",4.5,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$39,998 ",4.7,,,,,,,,,,
2021,Honda,CR-V Touring,Used,"$38,988 ",4.9,,,,,,,,,,
2019,Honda,Passport Touring,Used,"$24,900 ",5,,,,,,,,,,
2013,Honda,CR-V EX-L,Used,"$17,995 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,050 ",5,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$50,965 ",5,,,,,,,,,,
2021,Honda,Pilot EX-L,Honda Certified,"$39,000 ",5,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$51,420 ",5,,,,,,,,,,
2018,Honda,Accord EX-L 2.0T,Used,"$26,995 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.8,,,,,,,,,,
2018,Honda,Odyssey LX,Used,"$24,700 ",4,,,,,,,,,,
2022,Honda,Accord Sport SE,New,"$30,460 ",4.8,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$45,340 ",5,,,,,,,,,,
2011,Honda,Accord Crosstour EX-L,Used,"$10,299 ",2.4,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",4.6,,,,,,,,,,
2020,Honda,Ridgeline Black Edition,Used,"$33,800 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",4.7,,,,,,,,,,
2021,Honda,Pilot EX,Used,"$33,998 ",4.8,,,,,,,,,,
1992,Honda,Prelude Si 4WS,Used,"$18,900 ",4.7,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$41,714 ",4.3,,,,,,,,,,
2022,Honda,Civic Sport,Used,"$26,998 ",3.8,,,,,,,,,,
2019,Honda,Accord LX,Used,"$21,499 ",2.5,,,,,,,,,,
2008,Honda,Odyssey EX-L,Used,"$8,991 ",5,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,New,"$48,465 ",4.8,,,,,,,,,,
2022,Honda,Pilot Elite,New,"$52,060 ",4.6,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$42,900 ",4.6,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,405 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",5,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$27,540 ",3.3,,,,,,,,,,
2021,Honda,Pilot EX-L,Honda Certified,"$32,600 ",4.6,,,,,,,,,,
2019,Honda,Passport Elite,Used,"$32,900 ",4.6,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$31,795 ",4.6,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$35,005 ",5,,,,,,,,,,
2021,Honda,Passport Elite,Used,"$35,972 ",3.9,,,,,,,,,,
2019,Honda,Ridgeline RTL,Honda Certified,"$34,980 ",4.9,,,,,,,,,,
2022,Honda,Insight EX,Honda Certified,"$27,990 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,410 ",4.9,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport SE,New,"$31,960 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",4.5,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$48,985 ",4.5,,,,,,,,,,
2023,Honda,Pilot EX-L 7-Passenger,New,"$46,150 ",4.8,,,,,,,,,,
2021,Honda,Accord Hybrid Touring,Used,"$36,000 ",5,,,,,,,,,,
2022,Honda,Accord LX 1.5T,New,"$27,135 ",3.3,,,,,,,,,,
2011,Honda,CR-V EX,Used,"$7,995 ",4.5,,,,,,,,,,
2022,Honda,CR-V Hybrid EX,Used,"$32,750 ",3,,,,,,,,,,
2014,Honda,Odyssey LX,Used,"$16,660 ",4.6,,,,,,,,,,
2018,Honda,Odyssey Touring,Used,"$29,990 ",4.4,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$38,215 ",5,,,,,,,,,,
2021,Honda,Passport Sport,Honda Certified,"$29,491 ",4.2,,,,,,,,,,
2018,Honda,Pilot LX,Used,"$25,998 ",4.6,,,,,,,,,,
2020,Honda,Insight Touring,Used,"$19,999 ",5,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$33,035 ",4.7,,,,,,,,,,
2016,Honda,CR-V EX-L,Used,"$20,599 ",4.6,,,,,,,,,,
2023,Honda,Passport TrailSport,New,"$44,895 ",4.6,,,,,,,,,,
2022,Honda,Passport TrailSport,New,"$51,100 ",4.9,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",5,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$33,289 ",4.8,,,,,,,,,,
2019,Honda,Passport Sport,Used,"$28,291 ",4.3,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$38,005 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395 ",4.1,,,,,,,,,,
2017,Honda,HR-V EX,Used,"$12,591 ",4.8,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,140 ",4.8,,,,,,,,,,
2022,Honda,Passport TrailSport,New,"$45,564 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",4.7,,,,,,,,,,
2022,Honda,Passport TrailSport,New,"$44,265 ",5,,,,,,,,,,
2023,Honda,Civic Si Si,New,"$29,595 ",4.1,,,,,,,,,,
2023,Honda,Pilot Elite,New,"$53,830 ",4.8,,,,,,,,,,
2007,Honda,Accord SE,Used,"$2,991 ",4.5,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$42,655 ",4.9,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$49,845 ",5,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$32,662 ",5,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$32,999 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",5,,,,,,,,,,
2023,Honda,Passport Elite,New,"$47,855 ",4.3,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$31,777 ",4.4,,,,,,,,,,
2015,Honda,Civic LX,Used,"$8,999 ",4.7,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,145 ",4.7,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,Used,"$27,488 ",4,,,,,,,,,,
2020,Honda,Odyssey EX-L,Used,"$36,495 ",4.9,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$34,700 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",5,,,,,,,,,,
2013,Honda,Pilot EX,Used,"$17,990 ",4,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,250 ",5,,,,,,,,,,
2021,Honda,Pilot EX-L,Used,"$32,999 ",4.3,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,105 ",4.4,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$28,981 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$34,901 ",4.7,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$39,622 ",5,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,New,"$46,860 ",5,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",5,,,,,,,,,,
2022,Honda,Pilot TrailSport,Honda Certified,"$42,131 ",4.8,,,,,,,,,,
2016,Honda,Accord EX-L,Used,"$21,590 ",3.9,,,,,,,,,,
2021,Honda,Civic Type R Limited Edition,Used,"$59,847 ",4,,,,,,,,,,
2018,Honda,Odyssey EX-L,Used,"$29,999 ",4.9,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",4.2,,,,,,,,,,
2015,Honda,Accord Sport,Used,"$19,795 ",4.7,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$48,030 ",5,,,,,,,,,,
2019,Honda,Ridgeline RTL,Used,"$32,495 ",4.8,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,790 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,505 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,505 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$42,250 ",5,,,,,,,,,,
2022,Honda,HR-V Sport,New,"$26,940 ",4,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$25,555 ",4.4,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",2.8,,,,,,,,,,
2021,Honda,Insight Touring,Used,"$24,973 ",4.6,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$47,485 ",4.8,,,,,,,,,,
2020,Honda,Insight EX,Used,"$25,929 ",4.9,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$29,981 ",4.6,,,,,,,,,,
2021,Honda,Pilot EX-L,Used,"$32,189 ",5,,,,,,,,,,
2022,Honda,Pilot TrailSport,Used,"$44,999 ",4.6,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,495 ",4.5,,,,,,,,,,
2023,Honda,HR-V LX,New,"$26,940 ",5,,,,,,,,,,
2022,Honda,Civic Si Base w/High Performance Summer Tires (M6),Used,"$29,998 ",4.8,,,,,,,,,,
2020,Honda,CR-V EX,Used,"$29,455 ",4.8,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,790 ",5,,,,,,,,,,
2022,Honda,Insight Touring,Honda Certified,"$31,791 ",5,,,,,,,,,,
2022,Honda,Accord Sport SE,New,"$31,960 ",4.6,,,,,,,,,,
2019,Honda,Pilot EX-L,Honda Certified,"$29,999 ",3,,,,,,,,,,
2023,Honda,Civic Type R Touring,New,"$44,845 ",3,,,,,,,,,,
2018,Honda,Odyssey Touring,Used,"$28,995 ",4.6,,,,,,,,,,
2022,Honda,Pilot Black Edition,Used,"$41,599 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.8,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$45,895 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,055 ",4.7,,,,,,,,,,
2022,Honda,Accord Sport,New,"$30,470 ",5,,,,,,,,,,
2019,Honda,Civic Type R Touring,Used,"$39,800 ",4.8,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,250 ",5,,,,,,,,,,
2022,Honda,Accord Touring 2.0T,Used,"$36,210 ",4.4,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",4.5,,,,,,,,,,
2014,Honda,Ridgeline SE,Used,"$22,850 ",4.6,,,,,,,,,,
2020,Honda,Civic Sport,Used,"$23,500 ",4.1,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.8,,,,,,,,,,
2022,Honda,Civic Sport,Honda Certified,"$29,987 ",4.8,,,,,,,,,,
2023,Honda,Civic Si Manual,New,"$29,595 ",4.8,,,,,,,,,,
2019,Honda,Passport Sport,Honda Certified,"$27,980 ",4.8,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,075 ",4.8,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$45,800 ",3.6,,,,,,,,,,
2023,Honda,Pilot Elite,New,"$53,780 ",3.6,,,,,,,,,,
2023,Honda,Passport EX-L,New,"$42,790 ",4.2,,,,,,,,,,
2023,Honda,Civic Sport,New,"$25,745 ",4.8,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$51,310 ",4.8,,,,,,,,,,
2020,Honda,Odyssey EX-L,Used,"$33,995 ",4.7,,,,,,,,,,
2011,Honda,Pilot Touring,Used,"$5,995 ",4.5,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$21,849 ",4.5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",4.6,,,,,,,,,,
2022,Honda,Pilot EX-L,Used,"$37,000 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid EX-L,Used,"$34,988 ",4.2,,,,,,,,,,
2019,Honda,Civic EX,Used,"$22,995 ",5,,,,,,,,,,
2023,Honda,Civic Sport,New,"$27,400 ",4.2,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,375 ",4.2,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",4.2,,,,,,,,,,
2020,Honda,Pilot EX,Used,"$28,995 ",4.1,,,,,,,,,,
2022,Honda,Pilot Sport,Used,"$37,894 ",5,,,,,,,,,,
2023,Honda,Passport EX-L,New,"$40,395 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",2.9,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$53,350 ",5,,,,,,,,,,
2020,Honda,Accord Sport 1.5T,Used,"$11,950 ",4.5,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$49,500 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",4.4,,,,,,,,,,
2023,Honda,HR-V LX,New,"$27,440 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$41,075 ",4.8,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",4.4,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",4.2,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",4.2,,,,,,,,,,
2023,Honda,Pilot Sport,New,"$43,455 ",5,,,,,,,,,,
2008,Honda,Civic EX,Used,"$10,995 ",4.9,,,,,,,,,,
2014,Honda,Pilot Touring,Used,"$16,695 ",4.2,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,040 ",4.7,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,940 ",4.7,,,,,,,,,,
2015,Honda,Civic EX-L,Used,"$12,300 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$41,900 ",4.6,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$36,557 ",4.8,,,,,,,,,,
2023,Honda,Passport TrailSport,New,"$48,190 ",4.8,,,,,,,,,,
2001,Honda,S2000 Base,Used,"$39,500 ",4.8,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$42,000 ",4.9,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$41,605 ",4.4,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$49,515 ",4.8,,,,,,,,,,
2019,Honda,Pilot Touring 7-Passenger,Used,"$31,499 ",4.7,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$30,000 ",4.6,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,505 ",4.2,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",4.2,,,,,,,,,,
2017,Honda,Fit EX,Used,"$18,921 ",5,,,,,,,,,,
2016,Honda,Civic EX,Used,"$17,040 ",4.6,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$38,276 ",3.8,,,,,,,,,,
2014,Honda,Accord LX,Used,"$14,225 ",2.5,,,,,,,,,,
2018,Honda,Odyssey EX-L,Used,"$31,500 ",4.7,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,769 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,Used,"$31,318 ",4.9,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,295 ",4.9,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$35,995 ",4.7,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$36,375 ",4.7,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,025 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$42,250 ",4.6,,,,,,,,,,
2020,Honda,Accord Touring 2.0T,Used,"$28,988 ",4.8,,,,,,,,,,
2020,Honda,CR-V Touring,Used,"$32,734 ",4.8,,,,,,,,,,
2023,Honda,Passport TrailSport,New,"$44,710 ",5,,,,,,,,,,
2020,Honda,Accord LX 1.5T,Used,"$26,995 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$42,250 ",5,,,,,,,,,,
2020,Honda,Civic Si Base,Used,"$27,495 ",4.6,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$26,875 ",4.3,,,,,,,,,,
2023,Honda,Pilot TrailSport,New,"$51,735 ",4.3,,,,,,,,,,
2019,Honda,Accord LX,Used,"$21,995 ",2.5,,,,,,,,,,
2017,Honda,Accord Sport,Used,"$19,888 ",4.3,,,,,,,,,,
2023,Honda,HR-V LX,New,"$25,095 ",4.6,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$30,645 ",5,,,,,,,,,,
2022,Honda,Civic Sport,New,"$25,540 ",4.2,,,,,,,,,,
2008,Honda,Element EX,Used,"$11,577 ",4.8,,,,,,,,,,
2022,Honda,Passport EX-L,Used,"$37,990 ",4.6,,,,,,,,,,
2006,Honda,Element LX,Used,"$9,725 ",4.4,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,600 ",4.7,,,,,,,,,,
2014,Honda,Crosstour EX-L,Used,"$16,811 ",4.8,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$22,999 ",4.3,,,,,,,,,,
2020,Honda,Civic LX,Used,"$21,495 ",4,,,,,,,,,,
2007,Honda,Accord EX,Used,"$7,990 ",3.9,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$43,375 ",4.7,,,,,,,,,,
2020,Honda,Civic EX,Used,"$25,980 ",4.9,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395 ",5,,,,,,,,,,
2022,Honda,Accord Sport SE,New,"$31,960 ",4.6,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$42,488 ",4.5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,Used,"$33,995 ",4.2,,,,,,,,,,
2022,Honda,Civic Sport,Used,"$24,997 ",4.6,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,Used,"$48,252 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",4.8,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,860 ",4.7,,,,,,,,,,
2017,Honda,Pilot EX,Honda Certified,"$26,684 ",4.7,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",4.8,,,,,,,,,,
2020,Honda,Accord EX-L,Honda Certified,"$26,383 ",4.6,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",2.2,,,,,,,,,,
2019,Honda,CR-V EX,Used,"$26,151 ",4.3,,,,,,,,,,
2019,Honda,CR-V EX,Used,"$26,151 ",4.3,,,,,,,,,,
2018,Honda,Accord EX-L,Used,"$21,934 ",4.7,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$39,477 ",4.8,,,,,,,,,,
2008,Honda,Civic LX,Used,"$6,950 ",4.4,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$35,005 ",4.4,,,,,,,,,,
2020,Honda,Passport Elite,Used,"$39,988 ",4.8,,,,,,,,,,
2020,Honda,Accord Hybrid EX-L,Used,"$29,990 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,505 ",4.9,,,,,,,,,,
2019,Honda,Passport Elite,Used,"$31,859 ",4.9,,,,,,,,,,
2018,Honda,Pilot Elite,Used,"$29,989 ",4.5,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,500 ",5,,,,,,,,,,
2022,Honda,Passport TrailSport,New,"$50,705 ",4.9,,,,,,,,,,
2017,Honda,CR-V Touring,Used,"$21,821 ",5,,,,,,,,,,
2015,Honda,Crosstour EX-L,Used,"$18,623 ",3,,,,,,,,,,
2019,Honda,Pilot EX-L,Honda Certified,"$34,990 ",5,,,,,,,,,,
2022,Honda,Civic Si Base,Used,"$38,777 ",4.5,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$49,470 ",5,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$44,000 ",4.4,,,,,,,,,,
