Year,Make,Model,Condition,Price,Consumer_Rating,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,405 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,125 ",4.9,,,,,,,,,,
2022,Honda,Passport EX-L,Used,"$37,588 ",5,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$30,645 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$41,855 ",4.1,,,,,,,,,,
2021,Honda,Odyssey LX,Used,"$29,293 ",4,,,,,,,,,,
2014,Honda,Ridgeline RTL,Used,"$21,817 ",5,,,,,,,,,,
2006,Honda,Element EX-P,Used,"$12,995 ",4.4,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$49,895 ",4.2,,,,,,,,,,
2023,Honda,Pilot EX-L 7-Passenger,New,"$45,645 ",4.5,,,,,,,,,,
2023,Honda,Pilot Elite,New,"$53,830 ",5,,,,,,,,,,
2019,Honda,Ridgeline Sport,Used,"$29,344 ",4.2,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,790 ",4.8,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,790 ",4.8,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",2.8,,,,,,,,,,
2022,Honda,HR-V EX,Used,"$27,279 ",3.8,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,145 ",4.9,,,,,,,,,,
2023,Honda,Passport EX-L,New,"$42,790 ",4.9,,,,,,,,,,
2016,Honda,Odyssey EX-L,Used,"$23,688 ",4.5,,,,,,,,,,
2022,Honda,CR-V Hybrid Touring,Used,"$38,127 ",4.6,,,,,,,,,,
2023,Honda,Civic Sport,New,"$25,745 ",4.7,,,,,,,,,,
2008,Honda,Accord EX-L,Used,"$9,995 ",4.7,,,,,,,,,,
2021,Honda,Ridgeline Sport,Used,"$36,487 ",5,,,,,,,,,,
2021,Honda,Ridgeline RTL-E,Honda Certified,"$38,432 ",4.6,,,,,,,,,,
2022,Honda,CR-V EX-L,New,"$33,540 ",4.9,,,,,,,,,,
2020,Honda,CR-V EX-L,Used,"$25,434 ",5,,,,,,,,,,
2019,Honda,Clarity Plug-In Hybrid Base,Used,"$26,187 ",3.9,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$28,981 ",4.7,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$31,545 ",5,,,,,,,,,,
2023,Honda,Odyssey Elite,New,Not Priced,4.8,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,038 ",4.7,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$31,460 ",5,,,,,,,,,,
2020,Honda,Odyssey EX-L,Used,"$38,998 ",4.5,,,,,,,,,,
2017,Honda,Pilot EX,Used,"$24,771 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",4.8,,,,,,,,,,
2018,Honda,Civic Touring,Used,"$23,732 ",4.2,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,204 ",5,,,,,,,,,,
2019,Honda,Passport EX-L,Used,"$32,398 ",4.4,,,,,,,,,,
2017,Honda,Pilot Touring,Used,"$33,995 ",4.7,,,,,,,,,,
2022,Honda,Passport Elite,New,"$47,620 ",4.9,,,,,,,,,,
2019,Honda,Insight LX,Used,"$20,999 ",4.9,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$43,041 ",4.9,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$43,536 ",4.8,,,,,,,,,,
2019,Honda,Passport Touring,Used,"$29,997 ",4.7,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$36,200 ",4.4,,,,,,,,,,
2019,Honda,CR-V EX,Used,"$25,495 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$35,555 ",5,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,295 ",4.6,,,,,,,,,,
2019,Honda,CR-V EX-L,Honda Certified,"$41,980 ",4.7,,,,,,,,,,
2022,Honda,Civic Si Si,Used,"$30,699 ",4.2,,,,,,,,,,
2020,Honda,Passport EX-L,Honda Certified,"$36,490 ",5,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.8,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$41,990 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,Used,"$33,599 ",5,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,695 ",5,,,,,,,,,,
2022,Honda,CR-V Special Edition,Used,"$30,997 ",4,,,,,,,,,,
2023,Honda,Pilot TrailSport,New,"$51,845 ",3.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Used,"$34,495 ",5,,,,,,,,,,
2022,Honda,Ridgeline Sport,Honda Certified,"$37,291 ",5,,,,,,,,,,
2016,Honda,Accord EX,Used,"$21,907 ",4.7,,,,,,,,,,
2016,Honda,Civic LX,Used,"$15,795 ",4.4,,,,,,,,,,
2019,Honda,Pilot Touring 8-Passenger,Used,"$27,995 ",4.7,,,,,,,,,,
2014,Honda,Pilot LX,Used,"$11,900 ",4.9,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$30,867 ",4.3,,,,,,,,,,
2023,Honda,Civic Type R Touring,New,"$44,845 ",4.2,,,,,,,,,,
2022,Honda,Accord Sport SE,New,"$29,276 ",4.2,,,,,,,,,,
2022,Honda,Insight EX,Honda Certified,"$28,800 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$45,975 ",4.6,,,,,,,,,,
2023,Honda,HR-V LX,New,"$26,395 ",4.7,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$29,150 ",4.6,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$34,150 ",4.5,,,,,,,,,,
2020,Honda,Accord Sport 1.5T,Used,"$25,519 ",4.8,,,,,,,,,,
2001,Honda,Accord EX,Used,"$4,999 ",4.5,,,,,,,,,,
2019,Honda,Odyssey EX,Used,"$29,749 ",5,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$43,160 ",5,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,250 ",5,,,,,,,,,,
2023,Honda,Civic Sport,New,"$27,400 ",5,,,,,,,,,,
2021,Honda,Passport Sport,Used,"$35,801 ",4.8,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$42,250 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$42,250 ",4.8,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,293 ",4.6,,,,,,,,,,
2021,Honda,Passport Sport,Used,"$30,998 ",4.3,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,040 ",4.3,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$36,200 ",4.8,,,,,,,,,,
2001,Honda,S2000,Used,"$24,995 ",4.8,,,,,,,,,,
2017,Honda,Civic EX,Used,"$19,998 ",4.8,,,,,,,,,,
2019,Honda,Ridgeline RTL,Used,"$28,000 ",4.9,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",4.9,,,,,,,,,,
2014,Honda,Ridgeline SE,Used,"$28,900 ",4.6,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,969 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$30,560 ",5,,,,,,,,,,
2023,Honda,Civic Sport,New,"$29,618 ",4.7,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$31,640 ",4.6,,,,,,,,,,
2020,Honda,Passport EX-L,Used,"$29,854 ",5,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.6,,,,,,,,,,
2021,Honda,Passport Sport,Used,"$30,788 ",4.4,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",4.2,,,,,,,,,,
2014,Honda,Crosstour EX,Used,"$12,499 ",4.8,,,,,,,,,,
2020,Honda,Civic Si Base,Used,"$27,997 ",4.9,,,,,,,,,,
2016,Honda,Odyssey EX-L,Used,"$20,459 ",4.7,,,,,,,,,,
2020,Honda,Pilot EX,Honda Certified,"$30,000 ",5,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$46,625 ",5,,,,,,,,,,
2019,Honda,Passport EX-L,Used,"$27,977 ",4.7,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",3.1,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$44,845 ",5,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$48,395 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$41,905 ",4.4,,,,,,,,,,
2019,Honda,Civic Type R Touring,Used,"$32,998 ",4.8,,,,,,,,,,
2017,Honda,Pilot Elite,Used,"$28,499 ",4.8,,,,,,,,,,
2023,Honda,Accord EX,New,"$30,705 ",4.8,,,,,,,,,,
2021,Honda,CR-V EX,New,"$29,375 ",4.7,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,375 ",5,,,,,,,,,,
2022,Honda,Passport Elite,Used,"$42,592 ",4.9,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$50,350 ",4.1,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$49,895 ",4.8,,,,,,,,,,
2023,Honda,Pilot Elite,New,"$53,375 ",4.8,,,,,,,,,,
2023,Honda,Pilot EX-L 7-Passenger,New,"$45,695 ",4.8,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$45,850 ",4.8,,,,,,,,,,
2023,Honda,Pilot Sport,New,"$43,050 ",4.9,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",5,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$50,350 ",5,,,,,,,,,,
2022,Honda,Civic Si Base,Used,"$31,900 ",4.8,,,,,,,,,,
2016,Honda,Odyssey SE,Used,"$27,000 ",4.7,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.8,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",4.9,,,,,,,,,,
2020,Honda,Accord Hybrid EX,Used,"$30,895 ",4.6,,,,,,,,,,
2020,Honda,Accord Sport 1.5T,Used,"$27,990 ",4,,,,,,,,,,
2020,Honda,Civic LX,Used,"$21,998 ",4.9,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,245 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Used,"$34,987 ",4.5,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$42,505 ",4.3,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$23,674 ",4.1,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$41,503 ",4.9,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Used,"$33,752 ",4.7,,,,,,,,,,
2014,Honda,Odyssey EX-L,Used,"$22,987 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$51,762 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,Used,"$31,599 ",4.8,,,,,,,,,,
2022,Honda,CR-V Hybrid EX-L,Used,"$39,998 ",4.7,,,,,,,,,,
2008,Honda,CR-V EX-L,Used,"$9,995 ",4.5,,,,,,,,,,
2022,Honda,Passport TrailSport,New,"$44,660 ",4.7,,,,,,,,,,
2019,Honda,Passport Elite,Used,"$36,990 ",4.5,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$31,576 ",3.8,,,,,,,,,,
2017,Honda,Accord EX,Used,"$20,950 ",4.8,,,,,,,,,,
2016,Honda,Odyssey EX-L,Used,"$23,100 ",5,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$41,604 ",5,,,,,,,,,,
2020,Honda,Passport EX-L,Used,"$30,291 ",2.2,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$48,820 ",4.5,,,,,,,,,,
2022,Honda,Pilot Special Edition,Used,"$37,494 ",5,,,,,,,,,,
2017,Honda,CR-V EX-L,Used,"$24,991 ",4.5,,,,,,,,,,
2016,Honda,Pilot EX-L,Used,"$20,500 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,800 ",5,,,,,,,,,,
2020,Honda,Pilot EX-L,Used,"$30,857 ",4.3,,,,,,,,,,
2022,Honda,CR-V Touring,Honda Certified,"$37,500 ",2.6,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,Used,"$29,991 ",4.9,,,,,,,,,,
2018,Honda,CR-V Touring,Used,"$27,888 ",4.7,,,,,,,,,,
2020,Honda,CR-V EX,Used,"$28,995 ",5,,,,,,,,,,
2017,Honda,CR-V EX,Honda Certified,"$23,978 ",4.8,,,,,,,,,,
2021,Honda,CR-V Touring,Honda Certified,"$35,810 ",4.8,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$27,650 ",4.6,,,,,,,,,,
2022,Honda,Pilot TrailSport,Honda Certified,"$41,992 ",4.5,,,,,,,,,,
2019,Honda,Accord Touring 2.0T,Used,"$29,911 ",4.6,,,,,,,,,,
2020,Honda,Civic Sport,Used,"$22,498 ",4.9,,,,,,,,,,
2020,Honda,Civic LX,Used,"$22,039 ",5,,,,,,,,,,
2021,Honda,Civic Sport,Honda Certified,"$24,993 ",3.9,,,,,,,,,,
2020,Honda,Civic Si Base,Used,"$27,193 ",3.9,,,,,,,,,,
2016,Honda,Accord Sport,Used,"$17,298 ",5,,,,,,,,,,
2019,Honda,Accord Touring,Used,"$23,999 ",4.7,,,,,,,,,,
2023,Honda,Pilot Sport,New,"$42,595 ",4.8,,,,,,,,,,
2021,Honda,Pilot Touring 8-Passenger,Used,"$36,994 ",3.9,,,,,,,,,,
2000,Honda,S2000,Used,"$33,000 ",4.8,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$45,895 ",4.4,,,,,,,,,,
2023,Honda,Civic Sport,New,"$25,745 ",4.5,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,145 ",4.7,,,,,,,,,,
2009,Honda,Odyssey EX,Used,"$13,975 ",4.2,,,,,,,,,,
2021,Honda,Ridgeline Sport,Used,"$38,977 ",4.7,,,,,,,,,,
2007,Honda,Accord EX-L,Used,"$8,987 ",4.5,,,,,,,,,,
2015,Honda,Odyssey EX,Used,"$18,998 ",4.7,,,,,,,,,,
2006,Honda,Element EX-P,Used,"$10,988 ",4.4,,,,,,,,,,
2021,Honda,CR-V Hybrid EX-L,Used,"$32,980 ",3,,,,,,,,,,
2021,Honda,Ridgeline Sport,Used,"$35,694 ",4.9,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$27,540 ",4.5,,,,,,,,,,
2019,Honda,Accord Hybrid Touring,Used,"$29,885 ",5,,,,,,,,,,
2008,Honda,Accord EX-L,Used,"$10,990 ",4.4,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",4.5,,,,,,,,,,
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,750 ",5,,,,,,,,,,
2019,Honda,Passport EX-L,Used,"$27,998 ",4.8,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,500 ",4.8,,,,,,,,,,
2020,Honda,Passport EX-L,Honda Certified,"$34,995 ",4.8,,,,,,,,,,
2006,Honda,Civic LX,Used,"$5,206 ",4.3,,,,,,,,,,
2014,Honda,Accord LX,Used,"$13,970 ",4.7,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$32,428 ",3.5,,,,,,,,,,
2018,Honda,Accord EX,Used,"$27,995 ",4.8,,,,,,,,,,
2022,Honda,Passport TrailSport,Used,"$39,900 ",4.9,,,,,,,,,,
2021,Honda,Passport Elite,Used,"$36,633 ",3.3,,,,,,,,,,
2022,Honda,Civic Sport Touring,New,"$31,540 ",5,,,,,,,,,,
2022,Honda,Passport EX-L,New,"$49,991 ",4.9,,,,,,,,,,
2022,Honda,Pilot Elite,New,"$51,665 ",4.4,,,,,,,,,,
2023,Honda,Civic Si Base,New,"$29,650 ",5,,,,,,,,,,
2021,Honda,Accord Hybrid Touring,Used,"$34,250 ",4.7,,,,,,,,,,
2019,Honda,Passport Sport,Honda Certified,"$26,991 ",4.2,,,,,,,,,,
2021,Honda,Ridgeline Sport,Used,"$30,575 ",4.7,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$25,994 ",4.8,,,,,,,,,,
2020,Honda,Pilot EX,Honda Certified,"$29,800 ",5,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$20,540 ",4,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.4,,,,,,,,,,
2020,Honda,Odyssey Elite,Used,"$39,488 ",4.7,,,,,,,,,,
2021,Honda,Civic Type R Touring,Used,"$42,890 ",4.3,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,755 ",4.6,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,375 ",4.2,,,,,,,,,,
2023,Honda,Pilot Sport,New,"$42,545 ",5,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$50,350 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",4.5,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.9,,,,,,,,,,
2019,Honda,Accord LX,Used,"$20,777 ",4.7,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$32,000 ",4.2,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.6,,,,,,,,,,
2022,Honda,Pilot Elite,New,"$51,490 ",4.6,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",4.6,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",4.6,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,375 ",4.6,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.6,,,,,,,,,,
2014,Honda,Odyssey EX-L,Used,"$19,990 ",5,,,,,,,,,,
2022,Honda,Civic Sport Touring,New,"$31,145 ",4.7,,,,,,,,,,
2023,Honda,Civic EX,New,"$27,600 ",4.7,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$33,981 ",4.3,,,,,,,,,,
2015,Honda,Accord Hybrid Base,Used,"$19,990 ",4,,,,,,,,,,
2018,Honda,CR-V EX-L,Used,"$26,998 ",4.7,,,,,,,,,,
2016,Honda,CR-V LX,Used,"$22,998 ",4.6,,,,,,,,,,
2023,Honda,Passport EX-L,New,"$42,395 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Touring,New,Not Priced,4.8,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$42,900 ",5,,,,,,,,,,
2021,Honda,Passport Elite,Used,"$41,812 ",3.8,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$34,496 ",4.8,,,,,,,,,,
2021,Honda,Passport Sport,Used,"$32,900 ",4.2,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$33,998 ",4.5,,,,,,,,,,
2019,Honda,Odyssey EX,Used,"$29,491 ",4.2,,,,,,,,,,
2008,Honda,CR-V EX-L,Used,"$11,900 ",4.6,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$29,977 ",4.6,,,,,,,,,,
2023,Honda,Civic EX,New,"$27,545 ",4.8,,,,,,,,,,
2022,Honda,Civic EX-L,Used,"$33,000 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$31,576 ",3.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,970 ",5,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,769 ",5,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,600 ",4.8,,,,,,,,,,
2020,Honda,Passport EX-L,Used,"$32,998 ",4.8,,,,,,,,,,
2022,Honda,Civic Sport,Honda Certified,"$27,988 ",4.1,,,,,,,,,,
2022,Honda,Pilot Special Edition,Used,"$39,999 ",4.5,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,310 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.8,,,,,,,,,,
2022,Honda,Accord LX 1.5T,Used,"$26,975 ",4.6,,,,,,,,,,
2019,Honda,CR-V EX-L,Used,"$28,750 ",5,,,,,,,,,,
2020,Honda,CR-V EX-L,Used,"$28,983 ",4.8,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$43,950 ",4.8,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$41,550 ",5,,,,,,,,,,
2017,Honda,Ridgeline RTL-T,Used,"$20,990 ",4.8,,,,,,,,,,
2022,Honda,Civic Sport,New,"$26,240 ",5,,,,,,,,,,
2018,Honda,Civic EX-T,Used,"$23,939 ",5,,,,,,,,,,
2018,Honda,Civic LX,Used,"$17,998 ",3.9,,,,,,,,,,
2014,Honda,CR-V EX-L,Used,"$19,206 ",4.4,,,,,,,,,,
2023,Honda,Civic Sport,New,"$25,745 ",3,,,,,,,,,,
2023,Honda,Civic Touring,New,"$31,140 ",3,,,,,,,,,,
2017,Honda,Pilot EX-L,Used,"$24,995 ",4.6,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,145 ",4.5,,,,,,,,,,
2015,Honda,Accord Sport,Used,"$17,590 ",4,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,075 ",5,,,,,,,,,,
2023,Honda,Passport TrailSport,New,"$45,080 ",5,,,,,,,,,,
2022,Honda,Civic Touring,New,"$30,245 ",4.6,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,200 ",4.8,,,,,,,,,,
2022,Honda,Pilot Elite,New,"$52,060 ",3.9,,,,,,,,,,
2023,Honda,Civic Sport,New,"$25,745 ",2.4,,,,,,,,,,
2022,Honda,Passport TrailSport,New,"$44,265 ",4.7,,,,,,,,,,
2023,Honda,Civic EX-L,New,"$29,240 ",3.1,,,,,,,,,,
2023,Honda,Civic Sport,New,"$27,400 ",3.1,,,,,,,,,,
2023,Honda,Civic EX,New,"$26,645 ",1.6,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,440 ",1.6,,,,,,,,,,
2023,Honda,Civic Touring,New,"$31,100 ",1.6,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,140 ",4.5,,,,,,,,,,
2020,Honda,Passport Sport,Used,"$29,788 ",4.6,,,,,,,,,,
2021,Honda,HR-V EX-L,Used,"$26,824 ",4.2,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",2.1,,,,,,,,,,
2020,Honda,Civic Sport,Used,"$22,595 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,Used,"$29,449 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$46,370 ",4.8,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,800 ",4.7,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$36,200 ",5,,,,,,,,,,
2023,Honda,Pilot TrailSport,New,"$50,040 ",4.6,,,,,,,,,,
2022,Honda,Passport TrailSport,Used,"$41,555 ",4.9,,,,,,,,,,
2022,Honda,Civic Sport,Used,"$25,502 ",4.9,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$36,532 ",4.1,,,,,,,,,,
2022,Honda,Passport Elite,Used,"$41,995 ",4.9,,,,,,,,,,
2020,Honda,Passport Touring,Honda Certified,"$36,081 ",3.3,,,,,,,,,,
2021,Honda,Passport Sport,Used,"$33,319 ",3.3,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$44,000 ",4.7,,,,,,,,,,
2016,Honda,Odyssey EX-L,Used,"$20,200 ",4.7,,,,,,,,,,
2020,Honda,Ridgeline Sport,Used,"$29,696 ",5,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$56,545 ",4.9,,,,,,,,,,
2019,Honda,Civic Sport,Used,"$22,998 ",4.9,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.5,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$27,540 ",4.6,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$35,006 ",5,,,,,,,,,,
2009,Honda,Element LX,Used,"$8,583 ",4.8,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,Used,"$35,400 ",5,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$21,729 ",5,,,,,,,,,,
2007,Honda,Civic LX,Used,"$7,999 ",4.4,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",4.4,,,,,,,,,,
2021,Honda,Accord Sport 1.5T,Used,"$27,995 ",4.7,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",5,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$53,240 ",5,,,,,,,,,,
2023,Honda,Pilot TrailSport,New,"$54,845 ",5,,,,,,,,,,
2022,Honda,Civic EX-L,New,"$28,740 ",4.1,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$23,800 ",5,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,205 ",5,,,,,,,,,,
2017,Honda,Ridgeline RTL-T,Used,"$28,590 ",4,,,,,,,,,,
2021,Honda,Civic Type R Touring,Used,"$48,998 ",4.9,,,,,,,,,,
2022,Honda,Passport Elite,New,"$50,413 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$48,985 ",4.6,,,,,,,,,,
2022,Honda,HR-V Sport,New,"$26,545 ",4.5,,,,,,,,,,
2018,Honda,Civic EX,Used,"$20,000 ",4.2,,,,,,,,,,
2022,Honda,Pilot Elite,New,"$52,060 ",5,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",4.3,,,,,,,,,,
2022,Honda,Civic Sport,Used,"$27,976 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",4.9,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$42,000 ",4.7,,,,,,,,,,
2012,Honda,Pilot Touring,Used,"$17,998 ",4.6,,,,,,,,,,
2022,Honda,Ridgeline RTL-E,New,"$51,390 ",3.9,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",5,,,,,,,,,,
2023,Honda,Accord LX,New,"$28,390 ",5,,,,,,,,,,
2022,Honda,Passport Elite,New,"$49,413 ",4.9,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$42,705 ",4.3,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$42,655 ",4.3,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$43,050 ",5,,,,,,,,,,
2020,Honda,Accord Sport 1.5T,Used,"$24,296 ",4.4,,,,,,,,,,
2019,Honda,CR-V EX-L,Used,"$25,417 ",4.7,,,,,,,,,,
2022,Honda,HR-V EX-L,Used,"$28,217 ",4.8,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$43,256 ",4.7,,,,,,,,,,
2009,Honda,Fit Sport,Used,"$7,953 ",4.9,,,,,,,,,,
2023,Honda,Civic Sport,New,"$29,540 ",4.8,,,,,,,,,,
2017,Honda,HR-V EX,Used,"$20,999 ",4.6,,,,,,,,,,
2022,Honda,Passport EX-L,New,"$42,987 ",4.8,,,,,,,,,,
2018,Honda,Accord Sport,Used,"$21,750 ",4.8,,,,,,,,,,
2022,Honda,Ridgeline RTL-E,New,"$45,498 ",4.7,,,,,,,,,,
2023,Honda,Pilot TrailSport,New,"$51,845 ",4.9,,,,,,,,,,
2022,Honda,HR-V EX,New,"$27,795 ",4.9,,,,,,,,,,
